"gene"	"qval"
"ENSG00000112685"	"ENSG00000112685"	0.281714950754789
"ENSG00000163393"	"ENSG00000163393"	0.281719053902144
"ENSG00000161956"	"ENSG00000161956"	0.281723660195224
"ENSG00000096384"	"ENSG00000096384"	0.281727812340109
"ENSG00000137845"	"ENSG00000137845"	0.281866031549404
"ENSG00000138629"	"ENSG00000138629"	0.282081778853792
"ENSG00000197714"	"ENSG00000197714"	0.282186712437004
"ENSG00000136485"	"ENSG00000136485"	0.282461192677385
"ENSG00000127527"	"ENSG00000127527"	0.282469825212703
"ENSG00000004660"	"ENSG00000004660"	0.282560754959273
"ENSG00000104880"	"ENSG00000104880"	0.282583896907807
"ENSG00000180964"	"ENSG00000180964"	0.282609184485947
"ENSG00000139372"	"ENSG00000139372"	0.282908708945979
"ENSG00000247596"	"ENSG00000247596"	0.283071627295519
"ENSG00000122482"	"ENSG00000122482"	0.283558281480328
"ENSG00000171055"	"ENSG00000171055"	0.28357840220813
"ENSG00000131165"	"ENSG00000131165"	0.283635163351122
"ENSG00000242114"	"ENSG00000242114"	0.284121339866023
"ENSG00000164620"	"ENSG00000164620"	0.284148659804486
"ENSG00000138095"	"ENSG00000138095"	0.284576438931091
"ENSG00000157601"	"ENSG00000157601"	0.285247588574542
"ENSG00000153933"	"ENSG00000153933"	0.285272149198539
"ENSG00000130177"	"ENSG00000130177"	0.285284260187665
"ENSG00000087460"	"ENSG00000087460"	0.285299374869086
"ENSG00000151287"	"ENSG00000151287"	0.2854908752248
"ENSG00000162231"	"ENSG00000162231"	0.285551365090949
"ENSG00000175857"	"ENSG00000175857"	0.285578859414411
"ENSG00000148180"	"ENSG00000148180"	0.285734762261628
"ENSG00000102572"	"ENSG00000102572"	0.28588460675817
"ENSG00000152270"	"ENSG00000152270"	0.285934178168695
"ENSG00000162032"	"ENSG00000162032"	0.286176749821365
"ENSG00000067560"	"ENSG00000067560"	0.286624157876839
"ENSG00000184900"	"ENSG00000184900"	0.286869818865406
"ENSG00000129103"	"ENSG00000129103"	0.286999991931515
"ENSG00000196290"	"ENSG00000196290"	0.287053254226353
"ENSG00000116017"	"ENSG00000116017"	0.287116933184242
"ENSG00000104980"	"ENSG00000104980"	0.287151621713516
"ENSG00000124688"	"ENSG00000124688"	0.287200837364992
"ENSG00000112624"	"ENSG00000112624"	0.287315564055152
"ENSG00000138185"	"ENSG00000138185"	0.287359645535685
"ENSG00000161533"	"ENSG00000161533"	0.287395948483234
"ENSG00000066336"	"ENSG00000066336"	0.287418281878169
"ENSG00000103657"	"ENSG00000103657"	0.287461491919802
"ENSG00000103326"	"ENSG00000103326"	0.28812209776669
"ENSG00000178665"	"ENSG00000178665"	0.288146535965839
"ENSG00000186318"	"ENSG00000186318"	0.28820399205509
"ENSG00000150045"	"ENSG00000150045"	0.288211571222327
"ENSG00000163803"	"ENSG00000163803"	0.288510216545142
"ENSG00000182568"	"ENSG00000182568"	0.288702784008138
"ENSG00000257267"	"ENSG00000257267"	0.288833412545937
"ENSG00000119729"	"ENSG00000119729"	0.288951444995038
"ENSG00000134490"	"ENSG00000134490"	0.288967088686019
"ENSG00000156697"	"ENSG00000156697"	0.288995472984952
"ENSG00000147684"	"ENSG00000147684"	0.289030941165395
"ENSG00000162438"	"ENSG00000162438"	0.289163185524431
"ENSG00000130935"	"ENSG00000130935"	0.289163320207119
"ENSG00000176973"	"ENSG00000176973"	0.289349578993442
"ENSG00000159674"	"ENSG00000159674"	0.289358576973571
"ENSG00000017797"	"ENSG00000017797"	0.289391236777568
"ENSG00000173264"	"ENSG00000173264"	0.289432027808423
"ENSG00000103769"	"ENSG00000103769"	0.289478046232673
"ENSG00000174109"	"ENSG00000174109"	0.289856886824849
"ENSG00000167543"	"ENSG00000167543"	0.290163437089927
"ENSG00000167674"	"ENSG00000167674"	0.290491857234903
"ENSG00000106853"	"ENSG00000106853"	0.290616333214203
"ENSG00000235750"	"ENSG00000235750"	0.290685213761294
"ENSG00000135631"	"ENSG00000135631"	0.290697696069452
"ENSG00000164172"	"ENSG00000164172"	0.291032915494828
"ENSG00000080824"	"ENSG00000080824"	0.291176449431297
"ENSG00000143393"	"ENSG00000143393"	0.291567946017897
"ENSG00000151413"	"ENSG00000151413"	0.291569064680968
"ENSG00000115902"	"ENSG00000115902"	0.29170907860464
"ENSG00000108592"	"ENSG00000108592"	0.291740419636963
"ENSG00000168758"	"ENSG00000168758"	0.291792991286358
"ENSG00000262919"	"ENSG00000262919"	0.292295569353606
"ENSG00000151474"	"ENSG00000151474"	0.292396703627515
"ENSG00000161405"	"ENSG00000161405"	0.29255272463487
"ENSG00000162604"	"ENSG00000162604"	0.293149139079598
"ENSG00000140950"	"ENSG00000140950"	0.293157160292902
"ENSG00000137177"	"ENSG00000137177"	0.29316182758097
"ENSG00000141480"	"ENSG00000141480"	0.293243881556912
"ENSG00000139180"	"ENSG00000139180"	0.293386715737971
"ENSG00000169018"	"ENSG00000169018"	0.293490894546331
"ENSG00000174915"	"ENSG00000174915"	0.29352252993098
"ENSG00000141030"	"ENSG00000141030"	0.294021998160879
"ENSG00000126432"	"ENSG00000126432"	0.29436058950329
"ENSG00000100413"	"ENSG00000100413"	0.294372174491539
"ENSG00000146828"	"ENSG00000146828"	0.294384870079495
"ENSG00000221926"	"ENSG00000221926"	0.294419433028252
"ENSG00000083093"	"ENSG00000083093"	0.29444371193291
"ENSG00000172594"	"ENSG00000172594"	0.294479652817345
"ENSG00000078269"	"ENSG00000078269"	0.294788562522515
"ENSG00000128294"	"ENSG00000128294"	0.294865586969875
"ENSG00000182670"	"ENSG00000182670"	0.29486759684298
"ENSG00000148358"	"ENSG00000148358"	0.295336638287369
"ENSG00000104154"	"ENSG00000104154"	0.295367811492418
"ENSG00000113595"	"ENSG00000113595"	0.295479360762081
"ENSG00000205726"	"ENSG00000205726"	0.295911999974003
"ENSG00000163882"	"ENSG00000163882"	0.296370255647109
"ENSG00000107262"	"ENSG00000107262"	0.296385099795912
"ENSG00000161040"	"ENSG00000161040"	0.296705864392399
"ENSG00000129515"	"ENSG00000129515"	0.296987921847067
"ENSG00000168255"	"ENSG00000168255"	0.297012685382738
"ENSG00000163703"	"ENSG00000163703"	0.297131007292393
"ENSG00000138380"	"ENSG00000138380"	0.297357404359582
"ENSG00000197142"	"ENSG00000197142"	0.297431115111824
"ENSG00000135945"	"ENSG00000135945"	0.297716253352765
"ENSG00000133106"	"ENSG00000133106"	0.297858077711739
"ENSG00000254087"	"ENSG00000254087"	0.298007702703285
"ENSG00000204936"	"ENSG00000204936"	0.298176249418272
"ENSG00000123360"	"ENSG00000123360"	0.298210469300484
"ENSG00000103064"	"ENSG00000103064"	0.298683683535368
"ENSG00000070761"	"ENSG00000070761"	0.298726179082156
"ENSG00000138964"	"ENSG00000138964"	0.298838349027811
"ENSG00000144713"	"ENSG00000144713"	0.298846952251794
"ENSG00000196684"	"ENSG00000196684"	0.299263989229485
"ENSG00000174796"	"ENSG00000174796"	0.299326483829639
"ENSG00000002822"	"ENSG00000002822"	0.299593266655088
"ENSG00000082213"	"ENSG00000082213"	0.299757470931344
"ENSG00000140939"	"ENSG00000140939"	0.299830939788176
"ENSG00000163950"	"ENSG00000163950"	0.299858141082039
"ENSG00000133059"	"ENSG00000133059"	0.299868789130997
"ENSG00000197265"	"ENSG00000197265"	0.299957069641745
"ENSG00000100596"	"ENSG00000100596"	0.299971916026421
"ENSG00000090447"	"ENSG00000090447"	0.300013079801926
"ENSG00000147526"	"ENSG00000147526"	0.300029202055016
"ENSG00000084234"	"ENSG00000084234"	0.30004103155749
"ENSG00000094631"	"ENSG00000094631"	0.300387765267459
"ENSG00000185104"	"ENSG00000185104"	0.301474052494677
"ENSG00000135506"	"ENSG00000135506"	0.301512650340004
"ENSG00000165752"	"ENSG00000165752"	0.301526704996911
"ENSG00000154511"	"ENSG00000154511"	0.301743924703864
"ENSG00000038427"	"ENSG00000038427"	0.301771408281093
"ENSG00000115649"	"ENSG00000115649"	0.301848226243006
"ENSG00000117091"	"ENSG00000117091"	0.301875411421313
"ENSG00000116478"	"ENSG00000116478"	0.301878862294487
"ENSG00000162585"	"ENSG00000162585"	0.302332259556018
"ENSG00000197599"	"ENSG00000197599"	0.302362123363523
"ENSG00000068885"	"ENSG00000068885"	0.30279317300088
"ENSG00000139714"	"ENSG00000139714"	0.302986558072969
"ENSG00000119977"	"ENSG00000119977"	0.303516821697628
"ENSG00000144118"	"ENSG00000144118"	0.303579404051122
"ENSG00000114098"	"ENSG00000114098"	0.303703431012545
"ENSG00000140263"	"ENSG00000140263"	0.304032773417783
"ENSG00000174990"	"ENSG00000174990"	0.304068521710161
"ENSG00000175550"	"ENSG00000175550"	0.304126522506795
"ENSG00000126773"	"ENSG00000126773"	0.304253682202003
"ENSG00000096654"	"ENSG00000096654"	0.304265024129393
"ENSG00000147251"	"ENSG00000147251"	0.304288329275229
"ENSG00000176390"	"ENSG00000176390"	0.304302558615268
"ENSG00000242950"	"ENSG00000242950"	0.304309103590148
"ENSG00000131788"	"ENSG00000131788"	0.304546594377429
"ENSG00000166987"	"ENSG00000166987"	0.304621961541738
"ENSG00000215252"	"ENSG00000215252"	0.304693890029267
"ENSG00000167395"	"ENSG00000167395"	0.304828826598254
"ENSG00000183475"	"ENSG00000183475"	0.30489971825407
"ENSG00000132549"	"ENSG00000132549"	0.304942582849975
"ENSG00000139370"	"ENSG00000139370"	0.305327057306707
"ENSG00000092871"	"ENSG00000092871"	0.305327306800011
"ENSG00000122694"	"ENSG00000122694"	0.305632739720787
"ENSG00000107371"	"ENSG00000107371"	0.305664804775568
"ENSG00000143252"	"ENSG00000143252"	0.30568478305624
"ENSG00000171121"	"ENSG00000171121"	0.306320727887508
"ENSG00000135924"	"ENSG00000135924"	0.30661085774213
"ENSG00000172716"	"ENSG00000172716"	0.306982999830005
"ENSG00000186812"	"ENSG00000186812"	0.307148620882312
"ENSG00000046647"	"ENSG00000046647"	0.307189100749254
"ENSG00000183628"	"ENSG00000183628"	0.307360024817061
"ENSG00000109220"	"ENSG00000109220"	0.307379588144749
"ENSG00000139572"	"ENSG00000139572"	0.307653334365392
"ENSG00000284634"	"ENSG00000284634"	0.307850125328806
"ENSG00000197798"	"ENSG00000197798"	0.307856494396485
"ENSG00000170043"	"ENSG00000170043"	0.308415103566005
"ENSG00000170264"	"ENSG00000170264"	0.308415892996661
"ENSG00000175595"	"ENSG00000175595"	0.308432051024221
"ENSG00000154814"	"ENSG00000154814"	0.308628412858315
"ENSG00000088205"	"ENSG00000088205"	0.308732857350048
"ENSG00000073711"	"ENSG00000073711"	0.308983677371297
"ENSG00000100228"	"ENSG00000100228"	0.309391881141596
"ENSG00000167615"	"ENSG00000167615"	0.309399522808732
"ENSG00000163686"	"ENSG00000163686"	0.309428964448832
"ENSG00000054219"	"ENSG00000054219"	0.309529193365081
"ENSG00000138835"	"ENSG00000138835"	0.309640331521926
"ENSG00000228960"	"ENSG00000228960"	0.310409642289147
"ENSG00000172977"	"ENSG00000172977"	0.311048469125451
"ENSG00000140367"	"ENSG00000140367"	0.311072504782538
"ENSG00000116852"	"ENSG00000116852"	0.311074467213203
"ENSG00000140157"	"ENSG00000140157"	0.311090427845706
"ENSG00000166704"	"ENSG00000166704"	0.31112327918591
"ENSG00000107968"	"ENSG00000107968"	0.311140350248504
"ENSG00000135776"	"ENSG00000135776"	0.31115682480618
"ENSG00000123124"	"ENSG00000123124"	0.311228594864231
"ENSG00000005471"	"ENSG00000005471"	0.311240926314435
"ENSG00000163041"	"ENSG00000163041"	0.311321649770973
"ENSG00000244005"	"ENSG00000244005"	0.311346862799844
"ENSG00000118960"	"ENSG00000118960"	0.311403304246387
"ENSG00000146350"	"ENSG00000146350"	0.311659102885885
"ENSG00000166347"	"ENSG00000166347"	0.311896569068366
"ENSG00000085514"	"ENSG00000085514"	0.311902158168306
"ENSG00000115241"	"ENSG00000115241"	0.311952833318955
"ENSG00000170100"	"ENSG00000170100"	0.312117547281324
"ENSG00000130592"	"ENSG00000130592"	0.312218719913671
"ENSG00000009830"	"ENSG00000009830"	0.312751075209348
"ENSG00000170144"	"ENSG00000170144"	0.313409156380013
"ENSG00000163611"	"ENSG00000163611"	0.313410176112146
"ENSG00000089195"	"ENSG00000089195"	0.313444144581906
"ENSG00000103145"	"ENSG00000103145"	0.313832894770257
"ENSG00000123352"	"ENSG00000123352"	0.313833845308816
"ENSG00000225830"	"ENSG00000225830"	0.313906085845781
"ENSG00000125846"	"ENSG00000125846"	0.31460251518617
"ENSG00000162928"	"ENSG00000162928"	0.314688175304386
"ENSG00000268439"	"ENSG00000268439"	0.31470497701261
"ENSG00000131871"	"ENSG00000131871"	0.31587806371627
"ENSG00000132005"	"ENSG00000132005"	0.31652577745566
"ENSG00000178404"	"ENSG00000178404"	0.316935280407904
"ENSG00000132386"	"ENSG00000132386"	0.316958691800798
"ENSG00000166313"	"ENSG00000166313"	0.317213691627055
"ENSG00000215305"	"ENSG00000215305"	0.317256362508896
"ENSG00000089234"	"ENSG00000089234"	0.317443809336989
"ENSG00000153140"	"ENSG00000153140"	0.317500101553877
"ENSG00000146731"	"ENSG00000146731"	0.317975970963501
"ENSG00000085063"	"ENSG00000085063"	0.318163688218525
"ENSG00000047849"	"ENSG00000047849"	0.318186491886767
"ENSG00000196547"	"ENSG00000196547"	0.318337342269744
"ENSG00000163864"	"ENSG00000163864"	0.318399617544509
"ENSG00000003436"	"ENSG00000003436"	0.318566340058529
"ENSG00000167792"	"ENSG00000167792"	0.318768739756481
"ENSG00000196914"	"ENSG00000196914"	0.319079519995027
"ENSG00000111907"	"ENSG00000111907"	0.319119305380539
"ENSG00000135108"	"ENSG00000135108"	0.319306279101838
"ENSG00000197405"	"ENSG00000197405"	0.320500411886621
"ENSG00000182518"	"ENSG00000182518"	0.320721094747909
"ENSG00000102316"	"ENSG00000102316"	0.320772083815981
"ENSG00000048991"	"ENSG00000048991"	0.320994041868032
"ENSG00000106993"	"ENSG00000106993"	0.321024503699714
"ENSG00000244038"	"ENSG00000244038"	0.321057755025237
"ENSG00000087995"	"ENSG00000087995"	0.32107590357551
"ENSG00000059122"	"ENSG00000059122"	0.321085288389286
"ENSG00000147421"	"ENSG00000147421"	0.321087383769999
"ENSG00000114026"	"ENSG00000114026"	0.321090438129132
"ENSG00000006756"	"ENSG00000006756"	0.321098457884377
"ENSG00000010270"	"ENSG00000010270"	0.3211114602446
"ENSG00000125844"	"ENSG00000125844"	0.321147220939998
"ENSG00000243667"	"ENSG00000243667"	0.321160350903246
"ENSG00000119632"	"ENSG00000119632"	0.321179252692953
"ENSG00000150456"	"ENSG00000150456"	0.321197307875939
"ENSG00000074621"	"ENSG00000074621"	0.321207159616354
"ENSG00000178096"	"ENSG00000178096"	0.32140559321611
"ENSG00000271605"	"ENSG00000271605"	0.321442413558925
"ENSG00000104866"	"ENSG00000104866"	0.321461715843553
"ENSG00000164347"	"ENSG00000164347"	0.321471004551312
"ENSG00000110075"	"ENSG00000110075"	0.321558359294241
"ENSG00000174243"	"ENSG00000174243"	0.321653455559374
"ENSG00000088256"	"ENSG00000088256"	0.322029533046269
"ENSG00000077458"	"ENSG00000077458"	0.322251466008246
"ENSG00000251669"	"ENSG00000251669"	0.322268831720986
"ENSG00000124635"	"ENSG00000124635"	0.322322550631159
"ENSG00000049323"	"ENSG00000049323"	0.322550369503352
"ENSG00000100150"	"ENSG00000100150"	0.322765769099151
"ENSG00000184743"	"ENSG00000184743"	0.322863895214031
"ENSG00000104731"	"ENSG00000104731"	0.323084350709069
"ENSG00000250565"	"ENSG00000250565"	0.323106782561301
"ENSG00000130589"	"ENSG00000130589"	0.323288502283068
"ENSG00000172071"	"ENSG00000172071"	0.323328636943689
"ENSG00000243678"	"ENSG00000243678"	0.3233345897661
"ENSG00000008324"	"ENSG00000008324"	0.323561554114996
"ENSG00000100330"	"ENSG00000100330"	0.323714821285294
"ENSG00000155097"	"ENSG00000155097"	0.323872919741089
"ENSG00000146263"	"ENSG00000146263"	0.324117975728555
"ENSG00000126067"	"ENSG00000126067"	0.324722521745893
"ENSG00000073849"	"ENSG00000073849"	0.324868857392849
"ENSG00000079739"	"ENSG00000079739"	0.324992142424204
"ENSG00000172113"	"ENSG00000172113"	0.325528486389475
"ENSG00000064490"	"ENSG00000064490"	0.325661649288769
"ENSG00000106991"	"ENSG00000106991"	0.325977926419378
"ENSG00000074695"	"ENSG00000074695"	0.326039570184458
"ENSG00000170471"	"ENSG00000170471"	0.326070318415029
"ENSG00000173114"	"ENSG00000173114"	0.326093591635501
"ENSG00000173209"	"ENSG00000173209"	0.326454677253664
"ENSG00000071655"	"ENSG00000071655"	0.326538376710741
"ENSG00000127511"	"ENSG00000127511"	0.326745786242724
"ENSG00000169718"	"ENSG00000169718"	0.326752600988312
"ENSG00000184208"	"ENSG00000184208"	0.326771319422459
"ENSG00000151491"	"ENSG00000151491"	0.326820573465525
"ENSG00000242852"	"ENSG00000242852"	0.327094618253045
"ENSG00000134242"	"ENSG00000134242"	0.32716921435069
"ENSG00000138172"	"ENSG00000138172"	0.327475189549608
"ENSG00000163867"	"ENSG00000163867"	0.327681289877783
"ENSG00000138449"	"ENSG00000138449"	0.327745380627045
"ENSG00000145833"	"ENSG00000145833"	0.327775238310827
"ENSG00000139746"	"ENSG00000139746"	0.327803445388567
"ENSG00000055208"	"ENSG00000055208"	0.327808414552173
"ENSG00000168824"	"ENSG00000168824"	0.327850891706736
"ENSG00000156265"	"ENSG00000156265"	0.327880668624664
"ENSG00000174917"	"ENSG00000174917"	0.328035445167179
"ENSG00000172469"	"ENSG00000172469"	0.328106729229467
"ENSG00000142507"	"ENSG00000142507"	0.328114428284583
"ENSG00000082516"	"ENSG00000082516"	0.328447664480237
"ENSG00000107317"	"ENSG00000107317"	0.328538651157988
"ENSG00000186792"	"ENSG00000186792"	0.328618556304433
"ENSG00000101158"	"ENSG00000101158"	0.32899943113731
"ENSG00000135637"	"ENSG00000135637"	0.329082028457554
"ENSG00000174255"	"ENSG00000174255"	0.329281585408163
"ENSG00000157538"	"ENSG00000157538"	0.329342072568037
"ENSG00000187535"	"ENSG00000187535"	0.329343036953041
"ENSG00000054148"	"ENSG00000054148"	0.329404187182505
"ENSG00000204316"	"ENSG00000204316"	0.329708551245333
"ENSG00000136147"	"ENSG00000136147"	0.329746427372746
"ENSG00000213390"	"ENSG00000213390"	0.329752160442417
"ENSG00000131196"	"ENSG00000131196"	0.329762306735454
"ENSG00000157823"	"ENSG00000157823"	0.329777287764302
"ENSG00000175104"	"ENSG00000175104"	0.329779364760426
"ENSG00000160218"	"ENSG00000160218"	0.330464860457422
"ENSG00000171720"	"ENSG00000171720"	0.331007739609015
"ENSG00000159921"	"ENSG00000159921"	0.331589611764341
"ENSG00000124535"	"ENSG00000124535"	0.331624924988052
"ENSG00000100823"	"ENSG00000100823"	0.33170475195709
"ENSG00000119314"	"ENSG00000119314"	0.331997259390801
"ENSG00000181896"	"ENSG00000181896"	0.332227459925733
"ENSG00000157873"	"ENSG00000157873"	0.332359894916461
"ENSG00000169926"	"ENSG00000169926"	0.332378753821137
"ENSG00000138375"	"ENSG00000138375"	0.332412439475187
"ENSG00000175874"	"ENSG00000175874"	0.332431797122888
"ENSG00000085449"	"ENSG00000085449"	0.332463816429526
"ENSG00000001497"	"ENSG00000001497"	0.333020550088904
"ENSG00000086189"	"ENSG00000086189"	0.33357731546862
"ENSG00000175203"	"ENSG00000175203"	0.33360480453589
"ENSG00000078618"	"ENSG00000078618"	0.333764544909629
"ENSG00000089063"	"ENSG00000089063"	0.333975432605483
"ENSG00000214655"	"ENSG00000214655"	0.334226799830917
"ENSG00000135272"	"ENSG00000135272"	0.334230932095071
"ENSG00000100614"	"ENSG00000100614"	0.334271236271769
"ENSG00000100360"	"ENSG00000100360"	0.334379479526434
"ENSG00000171160"	"ENSG00000171160"	0.334532851669657
"ENSG00000205810"	"ENSG00000205810"	0.334637377534653
"ENSG00000198089"	"ENSG00000198089"	0.334654328691992
"ENSG00000063176"	"ENSG00000063176"	0.334694023805951
"ENSG00000162341"	"ENSG00000162341"	0.335163242485839
"ENSG00000175305"	"ENSG00000175305"	0.335983113956153
"ENSG00000173868"	"ENSG00000173868"	0.336035163180761
"ENSG00000102445"	"ENSG00000102445"	0.336075866780088
"ENSG00000270647"	"ENSG00000270647"	0.336273563898939
"ENSG00000106133"	"ENSG00000106133"	0.336337211139192
"ENSG00000145029"	"ENSG00000145029"	0.336574096094831
"ENSG00000160633"	"ENSG00000160633"	0.336805477922598
"ENSG00000243449"	"ENSG00000243449"	0.337101350279653
"ENSG00000119522"	"ENSG00000119522"	0.337132024056775
"ENSG00000069345"	"ENSG00000069345"	0.337155098202989
"ENSG00000179152"	"ENSG00000179152"	0.337725512167978
"ENSG00000131355"	"ENSG00000131355"	0.337736174637441
"ENSG00000130429"	"ENSG00000130429"	0.337932224687217
"ENSG00000132842"	"ENSG00000132842"	0.337977613659735
"ENSG00000163539"	"ENSG00000163539"	0.338043069373937
"ENSG00000130340"	"ENSG00000130340"	0.338283952824187
"ENSG00000008282"	"ENSG00000008282"	0.338300120356289
"ENSG00000135976"	"ENSG00000135976"	0.338849413528406
"ENSG00000010219"	"ENSG00000010219"	0.338892635239677
"ENSG00000131242"	"ENSG00000131242"	0.339205437792025
"ENSG00000171476"	"ENSG00000171476"	0.339287235891288
"ENSG00000147689"	"ENSG00000147689"	0.339359738759281
"ENSG00000174373"	"ENSG00000174373"	0.339418725857123
"ENSG00000162892"	"ENSG00000162892"	0.339423088332113
"ENSG00000136950"	"ENSG00000136950"	0.339457250785911
"ENSG00000163320"	"ENSG00000163320"	0.339666664644476
"ENSG00000106714"	"ENSG00000106714"	0.339676993559877
"ENSG00000127463"	"ENSG00000127463"	0.339720732210363
"ENSG00000180891"	"ENSG00000180891"	0.3397291214659
"ENSG00000108395"	"ENSG00000108395"	0.339783441284086
"ENSG00000128191"	"ENSG00000128191"	0.339940881739397
"ENSG00000156469"	"ENSG00000156469"	0.340481422674297
"ENSG00000237296"	"ENSG00000237296"	0.340515666709721
"ENSG00000160932"	"ENSG00000160932"	0.340516205053772
"ENSG00000075413"	"ENSG00000075413"	0.340842514685578
"ENSG00000039650"	"ENSG00000039650"	0.340899459683381
"ENSG00000203326"	"ENSG00000203326"	0.340963946661747
"ENSG00000117362"	"ENSG00000117362"	0.341298269215299
"ENSG00000130396"	"ENSG00000130396"	0.341359660888479
"ENSG00000266028"	"ENSG00000266028"	0.341394587178813
"ENSG00000248124"	"ENSG00000248124"	0.341460342502974
"ENSG00000141646"	"ENSG00000141646"	0.341971271686635
"ENSG00000110011"	"ENSG00000110011"	0.342007992083501
"ENSG00000067113"	"ENSG00000067113"	0.342513953573253
"ENSG00000198909"	"ENSG00000198909"	0.342558834827292
"ENSG00000137216"	"ENSG00000137216"	0.342780078466225
"ENSG00000198814"	"ENSG00000198814"	0.343186696814183
"ENSG00000176845"	"ENSG00000176845"	0.343278113347354
"ENSG00000004468"	"ENSG00000004468"	0.343278326372545
"ENSG00000100097"	"ENSG00000100097"	0.343377819052679
"ENSG00000177119"	"ENSG00000177119"	0.343667819663499
"ENSG00000140009"	"ENSG00000140009"	0.34432681265664
"ENSG00000144290"	"ENSG00000144290"	0.344481834032132
"ENSG00000186020"	"ENSG00000186020"	0.344504811515575
"ENSG00000126749"	"ENSG00000126749"	0.344654604938569
"ENSG00000106803"	"ENSG00000106803"	0.345023671720488
"ENSG00000182022"	"ENSG00000182022"	0.345044132900973
"ENSG00000178038"	"ENSG00000178038"	0.345052329595949
"ENSG00000175216"	"ENSG00000175216"	0.345078925175544
"ENSG00000171105"	"ENSG00000171105"	0.3450875692138
"ENSG00000154723"	"ENSG00000154723"	0.345252282573622
"ENSG00000213347"	"ENSG00000213347"	0.34553538363013
"ENSG00000124151"	"ENSG00000124151"	0.345724027292822
"ENSG00000169062"	"ENSG00000169062"	0.346034589536943
"ENSG00000165097"	"ENSG00000165097"	0.346141190519289
"ENSG00000196476"	"ENSG00000196476"	0.346197651389993
"ENSG00000143742"	"ENSG00000143742"	0.346510811470083
"ENSG00000155330"	"ENSG00000155330"	0.346519089271632
"ENSG00000144362"	"ENSG00000144362"	0.346893129550827
"ENSG00000183337"	"ENSG00000183337"	0.34702018193333
"ENSG00000112983"	"ENSG00000112983"	0.347081768614494
"ENSG00000203879"	"ENSG00000203879"	0.347262686095915
"ENSG00000109790"	"ENSG00000109790"	0.347273528537066
"ENSG00000140521"	"ENSG00000140521"	0.347284061527355
"ENSG00000144504"	"ENSG00000144504"	0.347335487809692
"ENSG00000140987"	"ENSG00000140987"	0.347859378186117
"ENSG00000149089"	"ENSG00000149089"	0.34793440672843
"ENSG00000153317"	"ENSG00000153317"	0.348011698896292
"ENSG00000160446"	"ENSG00000160446"	0.348226121404539
"ENSG00000109436"	"ENSG00000109436"	0.348411409186357
"ENSG00000178982"	"ENSG00000178982"	0.348644867108957
"ENSG00000166888"	"ENSG00000166888"	0.348822345271337
"ENSG00000139190"	"ENSG00000139190"	0.348907515504693
"ENSG00000165055"	"ENSG00000165055"	0.349207634584189
"ENSG00000146834"	"ENSG00000146834"	0.349220827660672
"ENSG00000156990"	"ENSG00000156990"	0.349248961461057
"ENSG00000134256"	"ENSG00000134256"	0.349383334295657
"ENSG00000125485"	"ENSG00000125485"	0.349402033063094
"ENSG00000134072"	"ENSG00000134072"	0.3494403056536
"ENSG00000162065"	"ENSG00000162065"	0.349662362936112
"ENSG00000185340"	"ENSG00000185340"	0.349663047664909
"ENSG00000114737"	"ENSG00000114737"	0.34970023321588
"ENSG00000144357"	"ENSG00000144357"	0.349986250980585
"ENSG00000112312"	"ENSG00000112312"	0.350058613692871
"ENSG00000148153"	"ENSG00000148153"	0.350215948572303
"ENSG00000140374"	"ENSG00000140374"	0.350381977679438
"ENSG00000181027"	"ENSG00000181027"	0.350900194928092
"ENSG00000178105"	"ENSG00000178105"	0.350921514922654
"ENSG00000146007"	"ENSG00000146007"	0.350932657937017
"ENSG00000184154"	"ENSG00000184154"	0.350965617226169
"ENSG00000260908"	"ENSG00000260908"	0.351004142104009
"ENSG00000115355"	"ENSG00000115355"	0.351055989945858
"ENSG00000250654"	"ENSG00000250654"	0.351341934004033
"ENSG00000100142"	"ENSG00000100142"	0.351620154049528
"ENSG00000064270"	"ENSG00000064270"	0.351651453008292
"ENSG00000119559"	"ENSG00000119559"	0.351655345933673
"ENSG00000118513"	"ENSG00000118513"	0.351666390535707
"ENSG00000012660"	"ENSG00000012660"	0.351722075876441
"ENSG00000141384"	"ENSG00000141384"	0.351850179887954
"ENSG00000102317"	"ENSG00000102317"	0.351972250444349
"ENSG00000060558"	"ENSG00000060558"	0.352072891275005
"ENSG00000085185"	"ENSG00000085185"	0.352147603388504
"ENSG00000259207"	"ENSG00000259207"	0.352192772933497
"ENSG00000179134"	"ENSG00000179134"	0.352194254759266
"ENSG00000064225"	"ENSG00000064225"	0.352222251783849
"ENSG00000173681"	"ENSG00000173681"	0.352304505277089
"ENSG00000182010"	"ENSG00000182010"	0.352309258507172
"ENSG00000181104"	"ENSG00000181104"	0.352335229051197
"ENSG00000164659"	"ENSG00000164659"	0.352377354406253
"ENSG00000197162"	"ENSG00000197162"	0.352386879944445
"ENSG00000078668"	"ENSG00000078668"	0.352438801766784
"ENSG00000114573"	"ENSG00000114573"	0.352454358087048
"ENSG00000182240"	"ENSG00000182240"	0.352466310572516
"ENSG00000151503"	"ENSG00000151503"	0.352467526048198
"ENSG00000134014"	"ENSG00000134014"	0.352487322709337
"ENSG00000205707"	"ENSG00000205707"	0.352588768685548
"ENSG00000141854"	"ENSG00000141854"	0.352597657833419
"ENSG00000107864"	"ENSG00000107864"	0.352864214465804
