"geneID"	"txID"	"gene"	"transcript"
"196"	"ENSG00000198242"	"ENST00000355731"	0.497563367089617	NA
"197"	"ENSG00000105640"	"ENST00000222247"	0.582344254608988	NA
"198"	"ENSG00000105640"	"ENST00000600147"	0.582344254608988	NA
"199"	"ENSG00000105640"	"ENST00000599870"	0.582344254608988	NA
"200"	"ENSG00000105640"	"ENST00000600238"	0.582344254608988	NA
"201"	"ENSG00000105640"	"ENST00000599898"	0.582344254608988	NA
"202"	"ENSG00000105640"	"ENST00000597648"	0.582344254608988	NA
"203"	"ENSG00000105640"	"ENST00000602216"	0.582344254608988	NA
"204"	"ENSG00000108298"	"ENST00000225430"	0.00493892762272253	1
"205"	"ENSG00000108298"	"ENST00000579260"	0.00493892762272253	0.0141211361324112
"206"	"ENSG00000108298"	"ENST00000579374"	0.00493892762272253	0.00178852745115329
"207"	"ENSG00000108298"	"ENST00000577741"	0.00493892762272253	1
"208"	"ENSG00000108298"	"ENST00000585199"	0.00493892762272253	1
"209"	"ENSG00000108298"	"ENST00000582193"	0.00493892762272253	1
"210"	"ENSG00000124614"	"ENST00000326199"	9.08867370496994e-07	1
"211"	"ENSG00000124614"	"ENST00000344700"	9.08867370496994e-07	0.076443247266657
"212"	"ENSG00000124614"	"ENST00000621356"	9.08867370496994e-07	1
"213"	"ENSG00000124614"	"ENST00000480942"	9.08867370496994e-07	4.96330928492507e-08
"214"	"ENSG00000124614"	"ENST00000464218"	9.08867370496994e-07	1
"215"	"ENSG00000124614"	"ENST00000467531"	9.08867370496994e-07	1
"216"	"ENSG00000149273"	"ENST00000531188"	1.59154400769523e-10	0.524932780082989
"217"	"ENSG00000149273"	"ENST00000530721"	1.59154400769523e-10	1
"218"	"ENSG00000149273"	"ENST00000532872"	1.59154400769523e-10	5.72474644881881e-12
"219"	"ENSG00000149273"	"ENST00000527446"	1.59154400769523e-10	0.524932780082989
"220"	"ENSG00000149273"	"ENST00000528439"	1.59154400769523e-10	1
"221"	"ENSG00000149273"	"ENST00000525933"	1.59154400769523e-10	0.524932780082989
"222"	"ENSG00000149273"	"ENST00000422465"	1.59154400769523e-10	1
"223"	"ENSG00000149273"	"ENST00000534440"	1.59154400769523e-10	6.74601463888002e-05
"224"	"ENSG00000149273"	"ENST00000530164"	1.59154400769523e-10	1
"225"	"ENSG00000149273"	"ENST00000529173"	1.59154400769523e-10	1
"226"	"ENSG00000149273"	"ENST00000524851"	1.59154400769523e-10	1
"227"	"ENSG00000149273"	"ENST00000278572"	1.59154400769523e-10	1
"228"	"ENSG00000149273"	"ENST00000530170"	1.59154400769523e-10	1
"229"	"ENSG00000149273"	"ENST00000528847"	1.59154400769523e-10	1
"230"	"ENSG00000149273"	"ENST00000526248"	1.59154400769523e-10	1
"231"	"ENSG00000149273"	"ENST00000525690"	1.59154400769523e-10	1
"232"	"ENSG00000164587"	"ENST00000407193"	0.592285491376729	NA
"233"	"ENSG00000164587"	"ENST00000401695"	0.592285491376729	NA
"234"	"ENSG00000164587"	"ENST00000518139"	0.592285491376729	NA
"235"	"ENSG00000164587"	"ENST00000519690"	0.592285491376729	NA
"236"	"ENSG00000164587"	"ENST00000519855"	0.592285491376729	NA
"237"	"ENSG00000164587"	"ENST00000312037"	0.592285491376729	NA
"238"	"ENSG00000008988"	"ENST00000009589"	0.114194619261901	NA
"239"	"ENSG00000008988"	"ENST00000521262"	0.114194619261901	NA
"240"	"ENSG00000008988"	"ENST00000519807"	0.114194619261901	NA
"241"	"ENSG00000008988"	"ENST00000523936"	0.114194619261901	NA
"242"	"ENSG00000008988"	"ENST00000524349"	0.114194619261901	NA
"243"	"ENSG00000008988"	"ENST00000618656"	0.114194619261901	NA
"244"	"ENSG00000008988"	"ENST00000519606"	0.114194619261901	NA
"245"	"ENSG00000008988"	"ENST00000519369"	0.114194619261901	NA
"246"	"ENSG00000008988"	"ENST00000521289"	0.114194619261901	NA
"247"	"ENSG00000008988"	"ENST00000518875"	0.114194619261901	NA
"248"	"ENSG00000008988"	"ENST00000520490"	0.114194619261901	NA
"249"	"ENSG00000008988"	"ENST00000520627"	0.114194619261901	NA
"250"	"ENSG00000197756"	"ENST00000359681"	0.0909580711487657	NA
"251"	"ENSG00000197756"	"ENST00000420712"	0.0909580711487657	NA
"252"	"ENSG00000197756"	"ENST00000491306"	0.0909580711487657	NA
"253"	"ENSG00000197756"	"ENST00000490649"	0.0909580711487657	NA
"254"	"ENSG00000197756"	"ENST00000598925"	0.0909580711487657	NA
"255"	"ENSG00000197756"	"ENST00000478153"	0.0909580711487657	NA
"256"	"ENSG00000197756"	"ENST00000487233"	0.0909580711487657	NA
"257"	"ENSG00000197756"	"ENST00000446558"	0.0909580711487657	NA
"258"	"ENSG00000197756"	"ENST00000600880"	0.0909580711487657	NA
"259"	"ENSG00000197756"	"ENST00000456586"	0.0909580711487657	NA
"260"	"ENSG00000197756"	"ENST00000427280"	0.0909580711487657	NA
"261"	"ENSG00000143546"	"ENST00000368733"	1	NA
"262"	"ENSG00000143546"	"ENST00000368732"	1	NA
"263"	"ENSG00000143546"	"ENST00000477801"	1	NA
"264"	"ENSG00000171858"	"ENST00000343986"	0.387723537305013	NA
"265"	"ENSG00000171858"	"ENST00000492356"	0.387723537305013	NA
"266"	"ENSG00000171858"	"ENST00000370562"	0.387723537305013	NA
"267"	"ENSG00000171858"	"ENST00000450116"	0.387723537305013	NA
"268"	"ENSG00000233927"	"ENST00000600659"	6.61032191763428e-06	1
"269"	"ENSG00000233927"	"ENST00000417088"	6.61032191763428e-06	1
"270"	"ENSG00000233927"	"ENST00000449223"	6.61032191763428e-06	9.99487927476772e-06
"271"	"ENSG00000233927"	"ENST00000602140"	6.61032191763428e-06	2.64919049268228e-07
"272"	"ENSG00000105193"	"ENST00000251453"	6.77886773586682e-08	0.42057757388697
"273"	"ENSG00000105193"	"ENST00000601655"	6.77886773586682e-08	0.561790060037549
"274"	"ENSG00000105193"	"ENST00000601390"	6.77886773586682e-08	0.00103711210077583
"275"	"ENSG00000105193"	"ENST00000339471"	6.77886773586682e-08	2.96054684696051e-09
"276"	"ENSG00000105193"	"ENST00000599539"	6.77886773586682e-08	1
